,UniProt,Protein,Infected_8h_1,Infected_8h_2,Infected_8h_3,Infected_8h_4,Infected_8h_5,Mock_8h_1,Mock_8h_2,Mock_8h_3,Mock_8h_4,Mock_8h_5,Infected_16h_1,Infected_16h_2,Infected_16h_3,Infected_16h_4,Infected_16h_5,Mock_16h_1,Mock_16h_2,Mock_16h_3,Mock_16h_4,Mock_16h_5,Infected_24h_1,Infected_24h_2,Infected_24h_3,Infected_24h_4,Infected_24h_5,Mock_24h_1,Mock_24h_2,Mock_24h_3,Mock_24h_4,Mock_24h_5,id,Total missingness,Mock_8h missingness,Mock_16h missingness,Mock_24h missingness,Infected_8h missingness,Infected_16h missingness,Infected_24h missingness,missing_check,Infected_8h/Mock_8h,Infected_8h/Mock_8h_pval,Infected_8h/Mock_8h_adj-p,Infected_16h/Mock_16h,Infected_16h/Mock_16h_pval,Infected_16h/Mock_16h_adj-p,Infected_24h/Mock_24h,Infected_24h/Mock_24h_pval,Infected_24h/Mock_24h_adj-p,Infected_16h/Infected_8h,Infected_16h/Infected_8h_pval,Infected_16h/Infected_8h_adj-p,Infected_24h/Infected_8h,Infected_24h/Infected_8h_pval,Infected_24h/Infected_8h_adj-p,Infected_24h/Infected_16h,Infected_24h/Infected_16h_pval,Infected_24h/Infected_16h_adj-p,Type,Experiment,Residue,Site
COPB_HUMAN,COPB_HUMAN,COPB_HUMAN,28.424537692631958,28.50999895588063,28.80861609618368,28.50220522440579,28.22339840973866,28.530432980122956,28.63551108624155,28.700665024227334,28.47812624676241,28.30406374396714,28.804858395508226,28.682256241053413,28.708717852787924,28.628832179451987,28.57235413265362,28.863219551714227,29.072132420424925,28.648199667743224,29.009093607530666,28.826090903708845,28.80157123604326,28.498488549552267,28.668320213826107,28.396703254948164,28.50150448538368,28.480998732332996,28.644443966697757,28.56523931224841,28.665849260452237,28.70108369762204,COPB_HUMAN,0,0,0,0,0,0,0,0,-0.03600854049613744,0.765114323524459,0.9360181222269371,-0.2043434699333453,0.04099431822053751,0.24431447944230292,-0.03820544591999209,0.6534922497131883,0.8209240994699327,0.18565248452289396,0.10616098871142783,0.26137426903687755,0.07956627218255363,0.5205502662044101,0.8341280753667384,-0.10608621234034032,0.23061666988535368,0.38592684507095654,Global,LiP,GLB,COPB_HUMAN@GLB
COPA_HUMAN,COPA_HUMAN,COPA_HUMAN,28.56868052227724,28.49926095395445,28.700803981491575,28.557073757748352,28.471114557909996,28.60423878373626,28.61442546376352,28.494789505338957,28.564245695862837,28.260493008492634,28.516344827693413,28.842837005979906,28.749043154661113,28.621172652345848,28.46898973827257,28.763255998157977,28.788058491302355,28.812075478977377,28.81953859763349,28.880775244897404,28.526699056851232,28.56482957575173,28.37710058258488,28.611908603898218,28.04172359350603,28.58829891458944,28.500115864045537,28.485201007631552,28.563496534956233,28.605411531346565,COPA_HUMAN,0,0,0,0,0,0,0,0,0.051748263237481495,0.5172010813843148,0.8524054927320212,-0.1730632864031456,0.044470783208304415,0.25711268912387497,-0.12405248799544921,0.276248028354135,0.5373706893763326,0.0802907211142454,0.3474533111589123,0.5459980603925765,-0.13493447215790866,0.2579791548064374,0.6887431098908705,-0.21522519327215406,0.12312199387302146,0.2506781175697723,Global,LiP,GLB,COPA_HUMAN@GLB
CATC_HUMAN,CATC_HUMAN,CATC_HUMAN,28.270301796077845,28.620219840898425,28.44557699669744,28.41974883917466,27.888886282791127,28.236652728088423,27.86362916565315,28.501385316858215,28.073991241370184,27.979782641611983,28.98138678775306,29.04488625228228,28.779009742527766,28.840494810635576,28.938972119395054,28.55235020341559,28.066149897116407,28.296444628017312,28.791631389557857,28.825033453595214,28.77557815871547,28.5396543626174,28.466124674740904,28.609563909670705,28.5441786188344,27.838916367985707,28.36853851872082,28.52707898949746,28.22064811152401,28.48382528239425,CATC_HUMAN,0,0,0,0,0,0,0,0,0.19785853241150875,0.2668914596667159,0.7227456073847867,0.4106280281782695,0.027833527409912386,0.2012611589421136,0.29921849089132024,0.057081893753901256,0.2201807269151313,0.5880031913908468,0.0021476760959777616,0.028363931384656458,0.25807319378787597,0.09006962248388743,0.49232035813850483,-0.3299299976029708,0.001642160937154406,0.016675114823561044,Global,LiP,GLB,CATC_HUMAN@GLB
AP2S1_HUMAN,AP2S1_HUMAN,AP2S1_HUMAN,27.162072168516683,27.784437500158415,27.03668507915586,27.787883786102412,26.865948885447256,26.90973315075037,,26.934025252137634,26.75941405734035,26.830990450408336,27.704581247183672,27.927194935130824,28.115534044805493,27.589220356900967,27.600388954004867,27.64149689244732,26.986576971740384,27.818149448044576,27.475272510507782,,26.578426446502696,27.560777143935447,26.595852520007178,27.22683924376639,27.464210297759614,,27.708779845598727,27.23370699181237,27.204110705295225,27.52241456662351,AP2S1_HUMAN,3,1,1,1,0,0,0,0,0.46886475621695567,0.07227494685311428,0.5183719799298363,0.30700995192015057,0.15961777678851385,0.4667891960733864,-0.33203189693819013,0.24428266659294537,0.5001933028321324,0.4599784237290372,0.06829101480774004,0.19710571053179923,-0.24218435348186063,0.4211643013531412,0.7896000154171515,-0.7021627772108978,0.01703103363734689,0.06809739823284541,Global,LiP,GLB,AP2S1_HUMAN@GLB
SMTN_HUMAN,SMTN_HUMAN,SMTN_HUMAN,24.825996620575292,24.49054550145823,24.806956070516534,,24.952345763520086,24.516266040953564,25.05786744697878,25.02628583617588,24.278219862710795,25.126193090648044,,,,,,,,,,,,,,,,,,,,23.169347481846106,SMTN_HUMAN,20,0,5,4,1,5,5,4,-0.032005466475879985,0.8837272674732475,0.9693219220968244,,,,,,,,,,,,,,,,Global,LiP,GLB,SMTN_HUMAN@GLB
IST1_HUMAN,IST1_HUMAN,IST1_HUMAN,25.717489188447914,25.979281075825778,26.077402208852597,26.296329282515345,25.91343951877637,25.810851040930984,25.65128690433254,25.66042500325402,26.250343047927625,26.25377698731633,25.805562328492737,25.99782403033891,25.95411776212146,26.0552398575886,25.863095061935045,25.570029684429006,26.0655187288103,25.93303069223968,25.914650238373962,25.7704115354697,25.706022910308317,26.051609410271524,25.94050354322097,25.876905429357816,25.806757614585834,26.200614616028023,26.059735276091484,25.758695420011126,26.171005439088823,25.724241696816502,IST1_HUMAN,0,0,0,0,0,0,0,0,0.0714516581313056,0.6788554145083054,0.9086597616694891,0.08443963223081852,0.4030343114064605,0.6914265301413699,-0.10649870805829664,0.3899248434361796,0.6316831852499983,-0.06162044678825396,0.5749032495083786,0.7327086168522994,-0.1204284733347123,0.312976532060689,0.7360638985827295,-0.058808026546458336,0.44943897661806365,0.5949693728930395,Global,LiP,GLB,IST1_HUMAN@GLB
SC24C_HUMAN,SC24C_HUMAN,SC24C_HUMAN,26.352782948869695,26.306698359399167,26.420885948564145,26.30878082680675,26.563013817326528,26.27429622835846,26.35208699646497,26.292091508764372,26.46315383602334,26.358844763324083,26.54320200831493,26.63589284075316,26.66425415159606,26.613622691572818,26.695302989762542,26.412195702579353,26.518043766453818,26.490127292539203,26.540482883242547,26.399580404319792,26.285144074290063,26.515168493729544,26.22687359406788,26.415294008934666,26.249990455828215,26.61479578933591,26.432430303436302,26.500819364953994,26.421911128163273,26.421581146861584,SC24C_HUMAN,0,0,0,0,0,0,0,0,0.042337713606219296,0.4877375425794236,0.8480392827879271,0.15836892657295465,0.0032429106889018044,0.0622589342182293,-0.13981342118013984,0.06796910952947734,0.24159706982778734,0.2400225562066396,0.0022380055436449506,0.02868004104181004,-0.051938254823188146,0.49597807560328144,0.8224695550749699,-0.29196081102982774,0.0013292762191178646,0.01469177012161257,Global,LiP,GLB,SC24C_HUMAN@GLB
TCP4_HUMAN,TCP4_HUMAN,TCP4_HUMAN,29.99514530734971,30.08999989334983,29.596350779691754,29.782954119580452,30.010533333532525,30.02399273920196,30.011338030893157,29.99094300700357,29.900860985714388,30.214002898434618,29.32796507650822,29.633277562017078,29.716890649065462,29.609206264778702,29.98593295866775,29.247041099124324,29.533017968538683,29.55731434098081,29.841882468773576,29.47294044144114,29.879515545871445,29.825911629656655,29.761875639734484,29.844492819992066,29.871626036773534,29.775459229602205,29.71056667798276,29.473255778980306,29.724618078086387,29.666640464662805,TCP4_HUMAN,0,0,0,0,0,0,0,0,-0.13323084554868103,0.23531911574461628,0.6884077156966123,0.12421523843573823,0.40771946730060205,0.6942548816933067,0.16657628854274265,0.018119984373938587,0.12120622355007932,-0.24034218449341438,0.12188418438831063,0.2863328731322091,-0.058312352295217806,0.5469842398188536,0.8461401170620381,0.18202983219819657,0.12925979890714365,0.2590280942694688,Global,LiP,GLB,TCP4_HUMAN@GLB
ICLN_HUMAN,ICLN_HUMAN,ICLN_HUMAN,,,,26.538046309623454,,,,,26.73282337948206,27.293325576289686,,25.25987135818245,,,,,,,,,,,,,,,,,,,ICLN_HUMAN,26,3,5,5,4,4,5,5,-0.4750281682624191,0.5068806941335562,0.8507744446397039,,,,,,,-1.2781749514410023,,,,,,,,,Global,LiP,GLB,ICLN_HUMAN@GLB
SYRC_HUMAN,SYRC_HUMAN,SYRC_HUMAN,27.762159024884603,27.8345471204765,28.067516584386823,27.945759701049436,27.812741701780975,28.02397007436801,27.81542260525447,27.949249670133934,27.770771755671028,27.74312250366588,28.083114310163044,27.98393145456801,28.099676808263215,28.118995005496963,27.892295497245335,28.112299702549265,28.16547529839645,27.901109167640225,28.130763792484654,28.217093763960886,27.92971547680901,27.799470393488416,27.942385073402047,27.61712548364659,27.827849126669687,27.881228154091737,27.941583254971608,27.976634253953033,28.029766348136913,27.89495159140589,SYRC_HUMAN,0,0,0,0,0,0,0,0,0.024037504697002277,0.7626369989117521,0.9348370501180915,-0.0697457298589903,0.3412557205508996,0.6465162751420463,-0.12152360970869225,0.09657705990334377,0.2978584156357424,0.15105778863163977,0.06124430770564803,0.1856159746409886,-0.06123571571252029,0.46676088796469306,0.8154026147422233,-0.21229350434416006,0.019051364844964225,0.07231568742194319,Global,LiP,GLB,SYRC_HUMAN@GLB
SYYC_HUMAN,SYYC_HUMAN,SYYC_HUMAN,28.680168627022447,28.536354597616878,28.709558295899146,28.5430770167993,28.531180444961105,28.817607335523697,28.641428599312672,28.647874214268743,28.57571200988712,28.632522469656138,28.608461357710382,28.534802127436613,28.664928521831598,28.775566455775458,28.85618791784208,28.678945740396554,28.92233876692381,28.893404610673464,28.79614386498145,28.932491769813723,28.88738740104525,28.659527771300606,28.77515154240764,28.526678305872622,28.753209789534246,28.59955916210052,28.84924147234143,28.752395318277532,28.796652534820222,28.756566564097792,SYYC_HUMAN,0,0,0,0,0,0,0,0,-0.06296112926989395,0.296626480763802,0.7413200839443692,-0.15667567443856356,0.06984546097466086,0.32434802964593357,-0.030492048295421625,0.6889457577357045,0.842854348913155,0.08792147965945674,0.24175591697155305,0.4366599120493943,0.1203231655723016,0.1331864090664039,0.5723560213376976,0.03240168591284487,0.7081354706276608,0.8051879659324339,Global,LiP,GLB,SYYC_HUMAN@GLB
UBP14_HUMAN,UBP14_HUMAN,UBP14_HUMAN,27.35912354324428,27.753079351990664,27.228315977241973,27.597202278263428,27.52334181379765,27.325731933969507,27.357634188144694,27.16062107072583,27.273112020187604,27.296512047528083,28.22872096368205,27.95538160542364,27.77936601462808,27.873423749748603,27.654969928827104,27.789296322828633,27.411160374947503,27.589843374624724,27.397089314428445,27.850401263943432,27.44661187571244,27.65235802525552,27.394099881912833,27.613834740082556,27.758795926295754,27.643433186670304,27.427958744500373,27.546242258209457,27.509271190358458,27.4278241303266,UBP14_HUMAN,0,0,0,0,0,0,0,0,0.20949034079644946,0.06387061390358108,0.5134439840500323,0.2908143223073516,0.0625143433647267,0.3030432513664941,0.06219418783877728,0.45072431700408566,0.6767826232743916,0.40615985955430034,0.015732006942485333,0.08112904183820907,0.08092749694421997,0.4962794648133081,0.8224695550749699,-0.32523236261008037,0.024515742787311397,0.08460920986352592,Global,LiP,GLB,UBP14_HUMAN@GLB
AAKG1_HUMAN,AAKG1_HUMAN,AAKG1_HUMAN,25.023521989797768,25.23307724367625,24.733024940508045,24.924606063384562,,,,24.907674709545052,25.16582550173601,,25.41737730313536,25.09535201067334,24.97881135543749,25.176892823761058,25.19044297505216,25.123917794784074,25.644790642753573,24.977810220156744,25.52728329409481,25.57966541471953,25.31107852796347,24.763784210517485,25.203427322135465,24.84676331352837,25.243580039558534,25.506869439413403,25.19421847813248,24.95683968067169,24.793315643815927,24.899122789438053,AAKG1_HUMAN,4,3,0,0,1,0,0,0,-0.05819254629887283,0.756177148451136,0.9348370501180915,-0.19891817968986558,0.22710835518459133,0.542615401492375,0.003653476446356052,0.9833287374438144,0.9910775848625994,0.19321773427022748,0.1589970282706515,0.3334774005381995,0.0951691233990104,0.5616127559435833,0.850293350845138,-0.09804861087121708,0.4818004321193813,0.6229165992934336,Global,LiP,GLB,AAKG1_HUMAN@GLB
HSP72_HUMAN,HSP72_HUMAN,HSP72_HUMAN,26.963000252453927,27.13459996616471,26.901006923670632,27.05505322451229,26.978061943955186,26.928388263884333,26.701683876023772,26.943949891509085,26.95667412432477,26.55614186306453,27.306340229075634,27.51445011253899,27.233860073570504,27.15817763934218,27.367744576704474,27.36815533055164,27.493434920840784,27.491366923070608,27.28707747794118,27.604427066458733,26.764810286289997,27.109645077177888,26.73313106082023,27.209366936903614,26.7416153585488,27.10499320675776,27.225531796622917,27.132806567798017,27.02152984693365,27.05066992268467,HSP72_HUMAN,0,0,0,0,0,0,0,0,0.18897685839004907,0.06894648334748991,0.5145081502983206,-0.13277781752622886,0.1440679708830932,0.44351313094317524,-0.19539252421129305,0.10936749578547625,0.3150473583550093,0.30977006409500873,0.002810896254771651,0.03289938976385141,-0.09463071820324132,0.41538706547637305,0.7881395502332498,-0.40440078229825005,0.009447720263157914,0.047744729187030176,Global,LiP,GLB,HSP72_HUMAN@GLB
BCAT1_HUMAN,BCAT1_HUMAN,BCAT1_HUMAN,27.31146085835482,27.928416156998377,27.282295372673474,27.5770605959074,26.081839633906604,27.300627262402404,27.98232163313312,27.4736260013266,27.787538269429007,27.17372026512534,28.18504904130393,28.127797318994183,28.132647863393988,28.180740319832406,27.48620180311711,28.170291570745135,28.05472695528363,28.068665222441993,27.03872671535793,28.024448218150432,27.826666398321198,27.391241266949756,27.63313269232854,27.20195706695442,27.737988206983733,27.853422118170762,27.866505715377343,28.296982639451166,28.130195891821202,27.391190656302452,BCAT1_HUMAN,0,0,0,0,0,0,0,0,-0.30735216271515853,0.3997421106140834,0.8008634010060188,0.15111553293249358,0.5608886374759938,0.785861059795885,-0.349462277917052,0.10623070304877862,0.31084083354068315,0.7862727457601864,0.04894932455821732,0.16335562349311328,0.32198260273939994,0.36012359721322995,0.7580469861599884,-0.4642901430207864,0.030553965603873755,0.0969127651221251,Global,LiP,GLB,BCAT1_HUMAN@GLB
RD23A_HUMAN,RD23A_HUMAN,RD23A_HUMAN,27.746752839764007,26.538233399728178,26.70036229893934,26.213041089272767,26.93732039667706,26.793980105277562,27.507540227826023,27.36202700428211,27.045110654677973,27.10835825576506,,,26.277306405707744,26.40158721705653,27.11635050961964,26.82373875691897,26.877679406924287,,,26.337174089593052,26.902382400724555,26.380841163985366,27.370444728499653,26.212395119079634,26.804042787057966,,26.443125357694313,26.836339507395586,26.831696822824448,26.845274415938043,RD23A_HUMAN,5,0,2,1,0,2,0,0,-0.33626124468947083,0.2748460564036296,0.7254210395388121,-0.08111604035079623,0.80823550846764,0.9206124564293998,-0.005087786093660895,0.9841658284571646,0.9910904316379308,-0.22872729408163295,0.5825000255947155,0.7383474811160656,-0.0931207650068373,0.7845612847912644,0.9358369442766445,0.13560652907479565,0.6977123302954256,0.7976387319655412,Global,LiP,GLB,RD23A_HUMAN@GLB
RD23B_HUMAN,RD23B_HUMAN,RD23B_HUMAN,29.606606771090267,29.257575013421302,29.31688191425357,29.38413243936988,29.369571645792565,29.179710227536116,29.71422374033074,29.490618625352713,29.697096713550643,29.957570757727858,28.485881014124224,28.942727540330047,28.58073511094328,28.54360026106786,29.245402649207048,28.77826217499272,28.820321965414305,28.80242018560356,28.802500721756356,28.685876479960072,29.60613672336446,29.551653814380618,29.716860773289675,29.75796490722812,29.729451109176004,29.222731219132342,29.146989270016746,29.211339054995744,29.280767690389673,29.381053416246118,RD23B_HUMAN,0,0,0,0,0,0,0,0,-0.22089045611409475,0.16093766239539667,0.6286551351057703,-0.01820699041091345,0.9047469899458734,0.9643644116427584,0.4238373353316547,6.407619152668067e-05,0.005801792142517888,-0.6272842416510223,0.003982573913371012,0.038811167072128915,0.28545990870226134,0.003935787729323668,0.11711879890825265,0.9127441503532836,0.0003046055352145397,0.006667266194898424,Global,LiP,GLB,RD23B_HUMAN@GLB
ANAG_HUMAN,ANAG_HUMAN,ANAG_HUMAN,23.597768419406112,24.044121328129005,,,23.21832390157254,,,,,,25.17174850051811,,24.975161320168883,24.91952915305758,24.100616965807745,24.49191535546581,,24.000199602258693,24.356707141350963,,23.575723770279414,24.113461231115345,,24.115836768767902,24.074690125568083,24.776951014335058,24.08637117305387,24.43807981630849,24.826663802375798,24.253892177082232,ANAG_HUMAN,11,5,2,0,2,1,1,1,,,,0.5088232851962573,0.1569184342380222,0.4660445385669514,-0.5064636226984014,0.03935124198812695,0.18302673824714238,1.1716927685188558,0.019104859677413724,0.09084555724157954,0.34985675756346524,0.22576811425555546,0.6629535886255641,-0.8218360109553906,0.02296985181196718,0.0808069234324315,Global,LiP,GLB,ANAG_HUMAN@GLB
KAD2_HUMAN,KAD2_HUMAN,KAD2_HUMAN,26.738444610125917,26.7289666150778,26.948853954063345,27.056619129390484,26.72933504164748,26.772098654808104,26.585618532529196,26.792914002121226,27.082809968695685,26.661068857054858,27.14928467131588,27.4166858002301,27.508886636885585,27.462145892879963,27.319216835502022,27.24498632565718,27.216431173812104,27.192075381412405,27.179762630474606,26.92393973758432,27.022337013163824,27.272569176804378,26.87485303520891,27.13259902292011,26.541697776540847,26.9014035849105,26.833569131735718,27.04957698714211,27.001322708476593,26.817508155723644,KAD2_HUMAN,0,0,0,0,0,0,0,0,0.061541867019194285,0.5877324317528916,0.8741504255679527,0.21980491757458864,0.03409664858377481,0.22556154128159786,0.04813509132990035,0.7272108509230932,0.8651275248927535,0.5308000973017037,0.00046714729198911697,0.013014114232262031,0.12836733486660634,0.39440786830195296,0.7759187492754009,-0.4024327624350974,0.020972132105911066,0.07752688022315744,Global,LiP,GLB,KAD2_HUMAN@GLB
P5CS_HUMAN,P5CS_HUMAN,P5CS_HUMAN,25.46010284604874,26.155591311299577,26.269026683562817,25.911883418328745,24.98813914384366,25.918891983544114,25.346337897736255,25.77210555881691,25.288523621070308,25.58074216636484,26.822631033828785,26.88093711485894,26.59727666728237,26.88937388510554,26.596188199398068,26.36600004773615,25.67201767364952,25.789380739099997,26.1375710526402,26.095168507565933,25.650201578208385,25.93597689018359,25.896408603522378,25.14649439876882,25.329269892203722,25.707029470679355,25.483923598844836,25.927442383838134,25.46953454200421,25.44512056312799,P5CS_HUMAN,0,0,0,0,0,0,0,0,0.17562843511021953,0.5277103041695508,0.8550388500360152,0.7452537759563818,0.0007658880355288762,0.03083345901759834,-0.014939839121524301,0.9362249204882331,0.968256067678861,1.0003326994780366,0.0036229817814340346,0.03789573539922202,-0.16527840803932392,0.5758145248272208,0.855127540601619,-1.1656111075173605,0.00012429699613371445,0.004522634987893867,Global,LiP,GLB,P5CS_HUMAN@GLB
SNAA_HUMAN,SNAA_HUMAN,SNAA_HUMAN,25.340650851307597,25.23922934591701,25.7592265041906,25.43460136245312,25.61871939988598,25.675813340941957,25.936189629119433,25.895773432585422,25.797278542630306,25.530171024888556,26.00057425989206,26.0363157580995,25.586455370774896,25.67028069098348,25.622020047641264,25.600017598848982,25.993614768427214,25.753182312884167,25.97197044741007,25.797059582008856,25.276445748105093,25.246627114505344,25.56287409335109,24.86160058654267,25.5395003887087,25.62621097827892,25.773849769784494,25.905128333649394,25.34654720896166,25.66290588226147,SNAA_HUMAN,0,0,0,0,0,0,0,0,-0.2885597012822778,0.04263371251021493,0.4652200750237388,-0.04003971643761517,0.7502399163509766,0.8972198714325754,-0.36551884834460324,0.04856081241575,0.20288384806541684,0.30464373272738143,0.05424293746234807,0.17227341848326902,-0.18107590650827987,0.28462574024908627,0.7145272529988326,-0.4857196392356613,0.01607898336804858,0.06590448417072513,Global,LiP,GLB,SNAA_HUMAN@GLB
IF5_HUMAN,IF5_HUMAN,IF5_HUMAN,27.707861931477805,28.18697253917817,27.536225199534165,27.737825168551243,27.656870951499123,27.69528837399023,27.57025294120663,27.66690938064478,27.62833347599601,27.440078213537433,28.047817564998425,28.129654126543578,27.810586365847527,27.884347785710045,27.73283552024576,27.802412082744166,27.74179850163979,27.704251313649923,27.647984488459528,27.782759763048155,27.340600533982006,27.374870284569344,27.67689968282915,27.293025618415093,27.748118312261713,27.846872327268578,27.58616159681063,27.804354771323375,27.713047998190735,27.667126916350405,IF5_HUMAN,0,0,0,0,0,0,0,0,0.16497868097308555,0.2056859909652033,0.6583635685597042,0.18520704276076216,0.0464882197240069,0.2618162962654805,-0.23680983557728297,0.05380580244318098,0.21272835030858878,0.15589711462097355,0.2754026392186078,0.4734117802262185,-0.27844827163663766,0.0915401139081442,0.49232035813850483,-0.4343453862576112,0.006568482826660662,0.03837322865321741,Global,LiP,GLB,IF5_HUMAN@GLB
PSMD4_HUMAN,PSMD4_HUMAN,PSMD4_HUMAN,28.698218010351408,28.84784876626955,28.492641361176577,28.767792225859004,28.73663584535823,28.407014867440754,28.697784749660386,28.896699204223424,28.758972840479235,28.912667681228708,28.80207572956094,28.956278069770256,28.804519900018967,28.748550864369445,28.481096983668465,28.73410769594719,28.731795925670284,28.660523158363638,28.214387456500823,28.61498283057482,28.902850264463567,28.797196635424147,28.555223984428626,28.831124072429343,28.79276604372768,29.09697666204327,28.64939295833678,28.633708805108405,28.776686722739296,28.543299861596836,PSMD4_HUMAN,0,0,0,0,0,0,0,0,-0.026000626803547533,0.817480042334542,0.955761828879965,0.16734489606626468,0.21424686253934255,0.5272317605542529,0.03581919812975087,0.7594600015790676,0.8817384484850126,0.04987706767466449,0.623212538566579,0.7682990554815498,0.06720495829171824,0.4435087554490681,0.8023476575851323,0.017327890617053754,0.8628810003794078,0.9111765787588524,Global,LiP,GLB,PSMD4_HUMAN@GLB
DRG2_HUMAN,DRG2_HUMAN,DRG2_HUMAN,25.4420169267726,26.171425349975685,25.474541169962986,,,25.336683108273238,24.845367368895097,25.055690419629652,25.256502767413547,25.329364451532022,26.789180588207902,26.239291999541315,25.959665977882736,25.437106165114518,,26.45090002644933,,25.908377311977436,26.326636407374874,23.13589438957954,25.20018146341094,,25.19149511665229,25.75484309287672,25.911171449435997,,26.033662401468753,26.04894388945653,26.129623048531432,26.15120009550116,DRG2_HUMAN,6,0,1,1,2,1,1,0,0.5312728590883822,0.0481600121942116,0.4954149461571886,0.6508591488413202,0.4633311888098216,0.7253496786205872,-0.5764345781454843,0.02248975186305506,0.13585827382882712,0.41031670044952406,0.33909903093172705,0.5372520787480445,-0.18157170164310799,0.5681214493105238,0.8510797786461463,-0.591888402092632,0.13055772137269514,0.2603997778670748,Global,LiP,GLB,DRG2_HUMAN@GLB
XPO2_HUMAN,XPO2_HUMAN,XPO2_HUMAN,27.866674080889418,28.122553718013055,28.203178079254847,28.153371288000468,28.111427262757573,28.076501136028856,27.997530143518638,28.143379488203735,28.238477880640414,27.740109367584225,28.208075277387557,28.284842399279373,28.430035743025794,28.21980691872603,28.127334706225813,28.37349815375067,27.744950132412118,28.18772527546627,27.999427073711075,28.037973382924495,27.850851327409114,28.06440141871303,27.96649223539632,28.014967068226696,27.74973870147159,28.098843088934967,28.15078016497952,27.952472949125305,28.103046788856258,28.174895320418116,XPO2_HUMAN,0,0,0,0,0,0,0,0,0.05224128258789662,0.6250371060321016,0.8875059201519838,0.1853042052759868,0.14867921887903934,0.45215022428148,-0.16671751221948128,0.0421276057206968,0.18839583117752168,0.16257812314584186,0.06856085168965119,0.19755658052085923,-0.16215073553972204,0.08252272620775165,0.47284511272600466,-0.3247288586855639,0.00279038030746084,0.02224874390786672,Global,LiP,GLB,XPO2_HUMAN@GLB
TERA_HUMAN,TERA_HUMAN,TERA_HUMAN,30.103461374944583,30.16697858988071,30.23049557249541,30.221886125295526,30.069207306647847,30.387433426016145,30.181803447636412,30.269226241857403,30.15428898688784,29.665070662086954,30.390757880101166,30.449266520319114,30.43142930653903,30.28987362496163,30.387110006636764,30.34675944948161,30.45713669197239,30.405792756197947,30.45462845942472,30.510845498899037,30.166525951722857,30.179661764650437,30.264810154581088,30.027329513106896,30.235014681581468,30.35460243132988,30.129977702316843,30.20129523708492,30.187302556543656,30.27810514325704,TERA_HUMAN,0,0,0,0,0,0,0,0,0.026841240955860712,0.8385806940315693,0.9582691989046987,-0.045345103483601434,0.2792644371653277,0.5912037537632989,-0.0555882009779225,0.354757823581374,0.601493992989884,0.231281673858728,0.0005828410250816809,0.014645309287101454,0.01626261927573225,0.7619691712809342,0.9339877219762667,-0.21501905458299575,0.002440011900046602,0.020941600155847034,Global,LiP,GLB,TERA_HUMAN@GLB
MFAP1_HUMAN,MFAP1_HUMAN,MFAP1_HUMAN,,,,,,,24.093725023551933,,23.284780425524186,24.25315885577631,,,,,,,,,,,23.744351834477797,,,24.922318975100882,,,,,,,MFAP1_HUMAN,25,2,5,5,5,5,3,4,,,,,,,,,,,,,,,,,,,Global,LiP,GLB,MFAP1_HUMAN@GLB
ECHB_HUMAN,ECHB_HUMAN,ECHB_HUMAN,26.822739431080993,26.562756746656984,27.094827448827044,26.637154654298946,26.640568382379865,26.7078559686302,26.151570369653946,26.709384317973246,26.611250968955954,26.75619738719579,27.20974069217846,27.72262687195835,27.278718038012435,27.403173312985647,27.553756555976168,26.932554455788072,26.813691429990104,27.11000600125839,26.95914069365243,26.70694357830147,27.30028906923032,27.07316039450233,26.646568030841582,26.905592920377416,26.41714902503058,26.958544129359687,26.894718965305163,26.804900766407428,26.629189116241502,26.716459750427244,ECHB_HUMAN,0,0,0,0,0,0,0,0,0.16435753016693155,0.2960709456150812,0.7407511449400578,0.5291358624241198,0.0017884542313468534,0.04634588075388737,0.06778934244823631,0.6941935847545788,0.8463999951392815,0.6819937615734517,0.0009242206933934026,0.01925835477371781,0.11694255534768061,0.5397316471770006,0.8432099585700562,-0.5650512062257711,0.014212708714350934,0.06166911259872543,Global,LiP,GLB,ECHB_HUMAN@GLB
MANF_HUMAN,MANF_HUMAN,MANF_HUMAN,28.846873592388093,28.79994573693738,28.453876686170457,28.82213439778466,28.57521818521517,28.962192612959427,29.061436271654117,28.7579089048487,29.023071692581752,29.349183437122694,28.357680344867568,28.677826894566802,28.227394430587584,28.495401756163222,28.282801642505945,28.343254088592865,28.569146877230615,28.396328005808357,28.3995109450375,28.409863922049457,28.936722176768775,28.85151739522223,29.002378686603976,28.86944738882389,28.875080529527125,28.593999788342884,28.257124763760455,28.509615310887405,28.45478637350657,28.40593191442137,MANF_HUMAN,0,0,0,0,0,0,0,0,-0.33114886413418887,0.027700413925205402,0.4278657142763903,-0.015399754005535726,0.8677488086210307,0.9513462308988195,0.4627376052054615,7.819741058265221e-05,0.006447017737451486,-0.29138870596093014,0.0323037482527698,0.12757242954059939,0.20741951569004868,0.03717163300364077,0.337414086247083,0.4988082216509788,0.0003946890849924672,0.007337759850188423,Global,LiP,GLB,MANF_HUMAN@GLB
